neighbourhood_group,price
Manhattan,100
Manhattan,150
Manhattan,200
Manhattan,140
Manhattan,250
Manhattan,99
Manhattan,250
Manhattan,95
Manhattan,59
Manhattan,115
Manhattan,146
Manhattan,160
Manhattan,149
Manhattan,100
Manhattan,220
Manhattan,65
Manhattan,75
Manhattan,325
Manhattan,120
Manhattan,125
Manhattan,100
Manhattan,70
Manhattan,110
Manhattan,60
Manhattan,81
Manhattan,80
Manhattan,200
Manhattan,100
Manhattan,400
Manhattan,110
Manhattan,89
Manhattan,75
Manhattan,2000
Manhattan,475
Manhattan,230
Manhattan,49
Manhattan,125
Manhattan,55
Manhattan,182
Manhattan,209
Manhattan,78
Manhattan,202
Manhattan,80
Manhattan,100
Manhattan,82
Manhattan,159
Manhattan,195
Manhattan,2000
Manhattan,160
Manhattan,100
Manhattan,195
Manhattan,122
Manhattan,275
Manhattan,78
Manhattan,125
Manhattan,165
Manhattan,129
Manhattan,90
Manhattan,175
Manhattan,70
Manhattan,150
Manhattan,62
Manhattan,195
Manhattan,75
Manhattan,450
Manhattan,45
Manhattan,250
Manhattan,120
Manhattan,118
Manhattan,225
Manhattan,185
Manhattan,225
Manhattan,165
Manhattan,142
Manhattan,200
Manhattan,150
Manhattan,225
Manhattan,240
Manhattan,100
Manhattan,200
Manhattan,70
Manhattan,200
Manhattan,120
Manhattan,244
Manhattan,150
Manhattan,150
Manhattan,149
Manhattan,99
Manhattan,50
Manhattan,96
Manhattan,200
Manhattan,118
Manhattan,150
Manhattan,50
Manhattan,350
Manhattan,165
Manhattan,110
Manhattan,245
Manhattan,65
Manhattan,100
Manhattan,68
Manhattan,120
Manhattan,195
Manhattan,275
Manhattan,150
Manhattan,160
Manhattan,125
Manhattan,100
Manhattan,50
Manhattan,320
Manhattan,200
Manhattan,70
Manhattan,100
Manhattan,150
Manhattan,185
Manhattan,125
Manhattan,295
Manhattan,240
Manhattan,65
Manhattan,280
Manhattan,175
Manhattan,120
Manhattan,150
Manhattan,140
Manhattan,200
Manhattan,116
Manhattan,215
Manhattan,160
Manhattan,150
Manhattan,65
Manhattan,75
Manhattan,110
Manhattan,82
Manhattan,90
Manhattan,220
Manhattan,179
Manhattan,120
Manhattan,86
Manhattan,165
Manhattan,116
Manhattan,125
Manhattan,250
Manhattan,163
Manhattan,40
Manhattan,195
Manhattan,45
Manhattan,125
Manhattan,220
Manhattan,144
Manhattan,146
Manhattan,61
Manhattan,84
Manhattan,179
Manhattan,250
Manhattan,150
Manhattan,142
Manhattan,125
Manhattan,200
Manhattan,179
Manhattan,300
Manhattan,300
Manhattan,50
Manhattan,300
Manhattan,85
Manhattan,209
Manhattan,330
Manhattan,60
Manhattan,300
Manhattan,175
Manhattan,100
Manhattan,105
Manhattan,450
Manhattan,185
Manhattan,70
Manhattan,285
Manhattan,125
Manhattan,80
Manhattan,1200
Manhattan,65
Manhattan,499
Manhattan,350
Manhattan,50
Manhattan,90
Manhattan,250
Manhattan,150
Manhattan,150
Manhattan,140
Manhattan,140
Manhattan,65
Manhattan,85
Manhattan,155
Manhattan,100
Manhattan,125
Manhattan,170
Manhattan,68
Manhattan,125
Manhattan,60
Manhattan,80
Manhattan,95
Manhattan,163
Manhattan,150
Manhattan,65
Manhattan,168
Manhattan,195
Manhattan,109
Manhattan,150
Manhattan,120
Manhattan,150
Manhattan,45
Manhattan,149
Manhattan,499
Manhattan,341
Manhattan,175
Manhattan,50
Manhattan,100
Manhattan,195
Manhattan,257
Manhattan,45
Manhattan,180
Manhattan,105
Manhattan,100
Manhattan,105
Manhattan,85
Manhattan,200
Manhattan,170
Manhattan,285
Manhattan,90
Manhattan,200
Manhattan,75
Manhattan,200
Manhattan,85
Manhattan,101
Manhattan,125
Manhattan,89
Manhattan,180
Manhattan,299
Manhattan,195
Manhattan,78
Manhattan,250
Manhattan,150
Manhattan,350
Manhattan,300
Manhattan,150
Manhattan,75
Manhattan,198
Manhattan,950
Manhattan,105
Manhattan,225
Manhattan,77
Manhattan,50
Manhattan,250
Manhattan,36
Manhattan,200
Manhattan,185
Manhattan,130
Manhattan,120
Manhattan,180
Manhattan,210
Manhattan,139
Manhattan,79
Manhattan,75
Manhattan,200
Manhattan,115
Manhattan,210
Manhattan,87
Manhattan,65
Manhattan,200
Manhattan,75
Manhattan,220
Manhattan,79
Manhattan,99
Manhattan,190
Manhattan,90
Manhattan,60
Manhattan,90
Manhattan,75
Manhattan,70
Manhattan,85
Manhattan,130
Manhattan,199
Manhattan,150
Manhattan,250
Manhattan,95
Manhattan,280
Manhattan,70
Manhattan,155
Manhattan,182
Manhattan,105
Manhattan,100
Manhattan,250
Manhattan,130
Manhattan,120
Manhattan,190
Manhattan,175
Manhattan,105
Manhattan,125
Manhattan,95
Manhattan,130
Manhattan,67
Manhattan,90
Manhattan,60
Manhattan,100
Manhattan,75
Manhattan,322
Manhattan,50
Manhattan,90
Manhattan,150
Manhattan,230
Manhattan,90
Manhattan,95
Manhattan,85
Manhattan,189
Manhattan,99
Manhattan,90
Manhattan,300
Manhattan,200
Manhattan,50
Manhattan,150
Manhattan,175
Manhattan,276
Manhattan,199
Manhattan,48
Manhattan,230
Manhattan,90
Manhattan,300
Manhattan,120
Manhattan,299
Manhattan,16
Manhattan,245
Manhattan,45
Manhattan,60
Manhattan,75
Manhattan,300
Manhattan,79
Manhattan,175
Manhattan,130
Manhattan,150
Manhattan,207
Manhattan,63
Manhattan,185
Manhattan,125
Manhattan,200
Manhattan,141
Manhattan,120
Manhattan,145
Manhattan,120
Manhattan,295
Manhattan,170
Manhattan,194
Manhattan,140
Manhattan,50
Manhattan,89
Manhattan,190
Manhattan,350
Manhattan,300
Manhattan,295
Manhattan,113
Manhattan,95
Manhattan,59
Manhattan,69
Manhattan,190
Manhattan,110
Manhattan,249
Manhattan,95
Manhattan,130
Manhattan,325
Manhattan,75
Manhattan,99
Manhattan,150
Manhattan,88
Manhattan,190
Manhattan,125
Manhattan,284
Manhattan,150
Manhattan,16
Manhattan,190
Manhattan,99
Manhattan,100
Manhattan,35
Manhattan,167
Manhattan,140
Manhattan,175
Manhattan,249
Manhattan,110
Manhattan,250
Manhattan,95
Manhattan,280
Manhattan,200
Manhattan,130
Manhattan,40
Manhattan,64
Manhattan,399
Manhattan,495
Manhattan,200
Manhattan,200
Manhattan,100
Manhattan,70
Manhattan,120
Manhattan,239
Manhattan,375
Manhattan,70
Manhattan,250
Manhattan,99
Manhattan,275
Manhattan,150
Manhattan,115
Manhattan,100
Manhattan,100
Manhattan,140
Manhattan,160
Manhattan,185
Manhattan,58
Manhattan,80
Manhattan,110
Manhattan,160
Manhattan,90
Manhattan,200
Manhattan,272
Manhattan,86
Manhattan,129
Manhattan,50
Manhattan,95
Manhattan,212
Manhattan,90
Manhattan,250
Manhattan,195
Manhattan,200
Manhattan,449
Manhattan,115
Manhattan,89
Manhattan,180
Manhattan,140
Manhattan,200
Manhattan,195
Manhattan,125
Manhattan,155
Manhattan,170
Manhattan,115
Manhattan,125
Manhattan,295
Manhattan,40
Manhattan,49
Manhattan,50
Manhattan,245
Manhattan,55
Manhattan,275
Manhattan,50
Manhattan,85
Manhattan,247
Manhattan,105
Manhattan,400
Manhattan,150
Manhattan,120
Manhattan,199
Manhattan,499
Manhattan,150
Manhattan,130
Manhattan,75
Manhattan,220
Manhattan,82
Manhattan,200
Manhattan,300
Manhattan,199
Manhattan,135
Manhattan,150
Manhattan,379
Manhattan,250
Manhattan,90
Manhattan,200
Manhattan,140
Manhattan,100
Manhattan,385
Manhattan,120
Manhattan,110
Manhattan,115
Manhattan,125
Manhattan,65
Manhattan,249
Manhattan,84
Manhattan,340
Manhattan,90
Manhattan,350
Manhattan,194
Manhattan,175
Manhattan,350
Manhattan,63
Manhattan,180
Manhattan,185
Manhattan,80
Manhattan,75
Manhattan,264
Manhattan,85
Manhattan,150
Manhattan,900
Manhattan,240
Manhattan,150
Manhattan,175
Manhattan,1000
Manhattan,80
Manhattan,195
Manhattan,75
Manhattan,155
Manhattan,100
Manhattan,350
Manhattan,120
Manhattan,250
Manhattan,180
Manhattan,130
Manhattan,60
Manhattan,140
Manhattan,110
Manhattan,177
Manhattan,105
Manhattan,58
Manhattan,100
Manhattan,80
Manhattan,75
Manhattan,700
Manhattan,125
Manhattan,81
Manhattan,175
Manhattan,130
Manhattan,150
Manhattan,75
Manhattan,70
Manhattan,300
Manhattan,184
Manhattan,50
Manhattan,230
Manhattan,95
Manhattan,120
Manhattan,150
Manhattan,200
Manhattan,450
Manhattan,50
Manhattan,80
Manhattan,89
Manhattan,85
Manhattan,250
Manhattan,160
Manhattan,60
Manhattan,225
Manhattan,139
Manhattan,140
Manhattan,399
Manhattan,100
Manhattan,135
Manhattan,100
Manhattan,70
Manhattan,140
Manhattan,169
Manhattan,150
Manhattan,70
Manhattan,145
Manhattan,85
Manhattan,240
Manhattan,120
Manhattan,300
Manhattan,40
Manhattan,280
Manhattan,150
Manhattan,140
Manhattan,400
Manhattan,75
Manhattan,85
Manhattan,150
Manhattan,197
Manhattan,150
Manhattan,200
Manhattan,125
Manhattan,130
Manhattan,97
Manhattan,145
Manhattan,100
Manhattan,130
Manhattan,130
Manhattan,60
Manhattan,45
Manhattan,265
Manhattan,127
Manhattan,108
Manhattan,100
Manhattan,180
Manhattan,250
Manhattan,1495
Manhattan,100
Manhattan,399
Manhattan,80
Manhattan,100
Manhattan,450
Manhattan,275
Manhattan,120
Manhattan,250
Manhattan,100
Manhattan,170
Manhattan,260
Manhattan,160
Manhattan,200
Manhattan,109
Manhattan,200
Manhattan,120
Manhattan,200
Manhattan,200
Manhattan,199
Manhattan,105
Manhattan,256
Manhattan,499
Manhattan,145
Manhattan,220
Manhattan,70
Manhattan,888
Manhattan,124
Manhattan,89
Manhattan,60
Manhattan,225
Manhattan,110
Manhattan,130
Manhattan,150
Manhattan,150
Manhattan,55
Manhattan,195
Manhattan,140
Manhattan,110
Manhattan,125
Manhattan,130
Manhattan,78
Manhattan,155
Manhattan,210
Manhattan,50
Manhattan,155
Manhattan,75
Manhattan,375
Manhattan,120
Manhattan,150
Manhattan,255
Manhattan,245
Manhattan,155
Manhattan,155
Manhattan,155
Manhattan,165
Manhattan,155
Manhattan,65
Manhattan,125
Manhattan,81
Manhattan,80
Manhattan,100
Manhattan,95
Manhattan,100
Manhattan,460
Manhattan,69
Manhattan,59
Manhattan,99
Manhattan,135
Manhattan,150
Manhattan,2000
Manhattan,215
Manhattan,135
Manhattan,200
Manhattan,120
Manhattan,82
Manhattan,105
Manhattan,145
Manhattan,245
Manhattan,150
Manhattan,250
Manhattan,130
Manhattan,110
Manhattan,185
Manhattan,700
Manhattan,150
Manhattan,89
Manhattan,244
Manhattan,150
Manhattan,40
Manhattan,150
Manhattan,259
Manhattan,100
Manhattan,75
Manhattan,190
Manhattan,198
Manhattan,295
Manhattan,95
Manhattan,199
Manhattan,50
Manhattan,180
Manhattan,350
Manhattan,80
Manhattan,93
Manhattan,155
Manhattan,150
Manhattan,45
Manhattan,45
Manhattan,100
Manhattan,269
Manhattan,70
Manhattan,172
Manhattan,198
Manhattan,154
Manhattan,90
Manhattan,120
Manhattan,60
Manhattan,99
Manhattan,111
Manhattan,95
Manhattan,195
Manhattan,75
Manhattan,900
Manhattan,800
Manhattan,43
Manhattan,195
Manhattan,700
Manhattan,150
Manhattan,300
Manhattan,100
Manhattan,140
Manhattan,175
Manhattan,185
Manhattan,89
Manhattan,800
Manhattan,89
Manhattan,250
Manhattan,220
Manhattan,135
Manhattan,76
Manhattan,110
Manhattan,125
Manhattan,100
Manhattan,118
Manhattan,155
Manhattan,85
Manhattan,84
Manhattan,150
Manhattan,70
Manhattan,110
Manhattan,999
Manhattan,230
Manhattan,150
Manhattan,115
Manhattan,325
Manhattan,155
Manhattan,165
Manhattan,165
Manhattan,155
Manhattan,150
Manhattan,130
Manhattan,125
Manhattan,150
Manhattan,155
Manhattan,99
Manhattan,300
Manhattan,139
Manhattan,65
Manhattan,120
Manhattan,115
Manhattan,120
Manhattan,190
Manhattan,130
Manhattan,80
Manhattan,300
Manhattan,70
Manhattan,150
Manhattan,75
Manhattan,70
Manhattan,195
Manhattan,95
Manhattan,80
Manhattan,99
Manhattan,165
Manhattan,190
Manhattan,177
Manhattan,350
Manhattan,130
Manhattan,52
Manhattan,250
Manhattan,99
Manhattan,45
Manhattan,70
Manhattan,150
Manhattan,105
Manhattan,50
Manhattan,222
Manhattan,149
Manhattan,210
Manhattan,135
Manhattan,240
Manhattan,85
Manhattan,70
Manhattan,153
Manhattan,125
Manhattan,100
Manhattan,73
Manhattan,80
Manhattan,159
Manhattan,850
Manhattan,245
Manhattan,500
Manhattan,130
Manhattan,50
Manhattan,400
Manhattan,60
Manhattan,155
Manhattan,80
Manhattan,220
Manhattan,160
Manhattan,150
Manhattan,140
Manhattan,500
Manhattan,70
Manhattan,150
Manhattan,195
Manhattan,57
Manhattan,120
Manhattan,275
Manhattan,89
Manhattan,243
Manhattan,90
Manhattan,115
Manhattan,175
Manhattan,150
Manhattan,116
Manhattan,100
Manhattan,350
Manhattan,80
Manhattan,200
Manhattan,80
Manhattan,299
Manhattan,125
Manhattan,250
Manhattan,190
Manhattan,90
Manhattan,83
Manhattan,450
Manhattan,102
Manhattan,198
Manhattan,149
Manhattan,120
Manhattan,150
Manhattan,160
Manhattan,110
Manhattan,270
Manhattan,145
Manhattan,250
Manhattan,45
Manhattan,187
Manhattan,99
Manhattan,90
Manhattan,45
Manhattan,200
Manhattan,140
Manhattan,100
Manhattan,169
Manhattan,110
Manhattan,51
Manhattan,120
Manhattan,159
Manhattan,75
Manhattan,95
Manhattan,38
Manhattan,99
Manhattan,148
Manhattan,599
Manhattan,349
Manhattan,165
Manhattan,250
Manhattan,700
Manhattan,165
Manhattan,120
Manhattan,500
Manhattan,99
Manhattan,355
Manhattan,190
Manhattan,180
Manhattan,145
Manhattan,68
Manhattan,167
Manhattan,375
Manhattan,160
Manhattan,130
Manhattan,165
Manhattan,175
Manhattan,65
Manhattan,90
Manhattan,125
Manhattan,86
Manhattan,110
Manhattan,450
Manhattan,71
Manhattan,500
Manhattan,70
Manhattan,120
Manhattan,75
Manhattan,233
Manhattan,115
Manhattan,65
Manhattan,139
Manhattan,200
Manhattan,200
Manhattan,175
Manhattan,100
Manhattan,98
Manhattan,219
Manhattan,175
Manhattan,120
Manhattan,140
Manhattan,80
Manhattan,80
Manhattan,120
Manhattan,140
Manhattan,200
Manhattan,250
Manhattan,47
Manhattan,160
Manhattan,90
Manhattan,200
Manhattan,170
Manhattan,100
Manhattan,65
Manhattan,175
Manhattan,450
Manhattan,120
Manhattan,170
Manhattan,200
Manhattan,480
Manhattan,299
Manhattan,150
Manhattan,115
Manhattan,55
Manhattan,250
Manhattan,300
Manhattan,650
Manhattan,159
Manhattan,65
Manhattan,120
Manhattan,280
Manhattan,160
Manhattan,120
Manhattan,129
Manhattan,300
Manhattan,120
Manhattan,40
Manhattan,120
Manhattan,95
Manhattan,650
Manhattan,100
Manhattan,130
Manhattan,235
Manhattan,95
Manhattan,80
Manhattan,280
Manhattan,195
Manhattan,100
Manhattan,130
Manhattan,180
Manhattan,80
Manhattan,250
Manhattan,64
Manhattan,120
Manhattan,260
Manhattan,78
Manhattan,80
Manhattan,80
Manhattan,145
Manhattan,130
Manhattan,189
Manhattan,150
Manhattan,35
Manhattan,200
Manhattan,35
Manhattan,60
Manhattan,199
Manhattan,174
Manhattan,120
Manhattan,119
Manhattan,106
Manhattan,125
Manhattan,70
Manhattan,40
Manhattan,175
Manhattan,150
Manhattan,150
Manhattan,120
Manhattan,45
Manhattan,185
Manhattan,120
Manhattan,97
Manhattan,230
Manhattan,60
Manhattan,245
Manhattan,150
Manhattan,386
Manhattan,95
Manhattan,120
Manhattan,145
Manhattan,80
Manhattan,140
Manhattan,250
Manhattan,450
Manhattan,100
Manhattan,150
Manhattan,200
Manhattan,69
Manhattan,69
Manhattan,40
Manhattan,100
Manhattan,198
Manhattan,399
Manhattan,595
Manhattan,88
Manhattan,70
Manhattan,69
Manhattan,120
Manhattan,180
Manhattan,328
Manhattan,90
Manhattan,80
Manhattan,79
Manhattan,225
Manhattan,200
Manhattan,215
Manhattan,165
Manhattan,100
Manhattan,499
Manhattan,195
Manhattan,54
Manhattan,169
Manhattan,175
Manhattan,450
Manhattan,135
Manhattan,125
Manhattan,100
Manhattan,118
Manhattan,250
Manhattan,99
Manhattan,125
Manhattan,109
Manhattan,75
Manhattan,87
Manhattan,185
Manhattan,300
Manhattan,210
Manhattan,70
Manhattan,120
Manhattan,150
Manhattan,133
Manhattan,60
Manhattan,64
Manhattan,69
Manhattan,190
Manhattan,200
Manhattan,75
Manhattan,200
Manhattan,75
Manhattan,400
Manhattan,169
Manhattan,125
Manhattan,151
Manhattan,67
Manhattan,100
Manhattan,185
Manhattan,78
Manhattan,210
Manhattan,200
Manhattan,75
Manhattan,28
Manhattan,700
Manhattan,99
Manhattan,110
Manhattan,150
Manhattan,170
Manhattan,140
Manhattan,90
Manhattan,170
Manhattan,90
Manhattan,175
Manhattan,65
Manhattan,119
Manhattan,85
Manhattan,155
Manhattan,160
Manhattan,125
Manhattan,350
Manhattan,350
Manhattan,247
Manhattan,85
Manhattan,115
Manhattan,140
Manhattan,125
Manhattan,80
Manhattan,215
Manhattan,180
Manhattan,250
Manhattan,400
Manhattan,700
Manhattan,118
Manhattan,1500
Manhattan,110
Manhattan,299
Manhattan,95
Manhattan,70
Manhattan,167
Manhattan,103
Manhattan,145
Manhattan,300
Manhattan,50
Manhattan,65
Manhattan,40
Manhattan,140
Manhattan,150
Manhattan,230
Manhattan,105
Manhattan,90
Manhattan,600
Manhattan,200
Manhattan,250
Manhattan,175
Manhattan,175
Manhattan,150
Manhattan,400
Manhattan,99
Manhattan,90
Manhattan,160
Manhattan,107
Manhattan,275
Manhattan,205
Manhattan,150
Manhattan,270
Manhattan,99
Manhattan,190
Manhattan,79
Manhattan,130
Manhattan,180
Manhattan,50
Manhattan,100
Manhattan,59
Manhattan,80
Manhattan,80
Manhattan,200
Manhattan,300
Manhattan,175
Manhattan,95
Manhattan,200
Manhattan,75
Manhattan,60
Manhattan,150
Manhattan,58
Manhattan,70
Manhattan,100
Manhattan,130
Manhattan,45
Manhattan,190
Manhattan,112
Manhattan,95
Manhattan,77
Manhattan,69
Manhattan,80
Manhattan,175
Manhattan,59
Manhattan,90
Manhattan,350
Manhattan,75
Manhattan,61
Manhattan,42
Manhattan,350
Manhattan,90
Manhattan,150
Manhattan,182
Manhattan,110
Manhattan,85
Manhattan,175
Manhattan,50
Manhattan,75
Manhattan,300
Manhattan,189
Manhattan,135
Manhattan,170
Manhattan,140
Manhattan,175
Manhattan,300
Manhattan,60
Manhattan,48
Manhattan,153
Manhattan,150
Manhattan,195
Manhattan,90
Manhattan,60
Manhattan,35
Manhattan,93
Manhattan,210
Manhattan,175
Manhattan,22
Manhattan,200
Manhattan,319
Manhattan,450
Manhattan,238
Manhattan,180
Manhattan,90
Manhattan,245
Manhattan,225
Manhattan,149
Manhattan,160
Manhattan,70
Manhattan,175
Manhattan,170
Manhattan,175
Manhattan,30
Manhattan,142
Manhattan,300
Manhattan,75
Manhattan,200
Manhattan,173
Manhattan,160
Manhattan,150
Manhattan,104
Manhattan,200
Manhattan,150
Manhattan,374
Manhattan,46
Manhattan,92
Manhattan,70
Manhattan,130
Manhattan,70
Manhattan,420
Manhattan,500
Manhattan,100
Manhattan,150
Manhattan,425
Manhattan,490
Manhattan,70
Manhattan,80
Manhattan,800
Manhattan,100
Manhattan,75
Manhattan,88
Manhattan,100
Manhattan,90
Manhattan,150
Manhattan,180
Manhattan,221
Manhattan,150
Manhattan,250
Manhattan,239
Manhattan,75
Manhattan,59
Manhattan,149
Manhattan,100
Manhattan,79
Manhattan,295
Manhattan,400
Manhattan,200
Manhattan,80
Manhattan,135
Manhattan,400
Manhattan,87
Manhattan,99
Manhattan,225
Manhattan,250
Manhattan,299
Manhattan,120
Manhattan,89
Manhattan,195
Manhattan,150
Manhattan,140
Manhattan,240
Manhattan,67
Manhattan,140
Manhattan,96
Manhattan,65
Manhattan,225
Manhattan,130
Manhattan,80
Manhattan,175
Manhattan,175
Manhattan,43
Manhattan,250
Manhattan,300
Manhattan,100
Manhattan,150
Manhattan,175
Manhattan,180
Manhattan,150
Manhattan,58
Manhattan,140
Manhattan,100
Manhattan,200
Manhattan,250
Manhattan,60
Manhattan,150
Manhattan,70
Manhattan,98
Manhattan,80
Manhattan,140
Manhattan,1200
Manhattan,369
Manhattan,42
Manhattan,69
Manhattan,160
Manhattan,120
Manhattan,95
Manhattan,180
Manhattan,100
Manhattan,96
Manhattan,50
Manhattan,145
Manhattan,100
Manhattan,215
Manhattan,75
Manhattan,122
Manhattan,71
Manhattan,118
Manhattan,75
Manhattan,225
Manhattan,350
Manhattan,160
Manhattan,100
Manhattan,73
Manhattan,73
Manhattan,200
Manhattan,335
Manhattan,50
Manhattan,400
Manhattan,165
Manhattan,385
Manhattan,135
Manhattan,110
Manhattan,115
Manhattan,60
Manhattan,180
Manhattan,250
Manhattan,200
Manhattan,400
Manhattan,1195
Manhattan,75
Manhattan,65
Manhattan,65
Manhattan,250
Manhattan,250
Manhattan,375
Manhattan,110
Manhattan,72
Manhattan,250
Manhattan,120
Manhattan,77
Manhattan,65
Manhattan,185
Manhattan,100
Manhattan,65
Manhattan,109
Manhattan,150
Manhattan,152
Manhattan,300
Manhattan,500
Manhattan,74
Manhattan,250
Manhattan,250
Manhattan,130
Manhattan,200
Manhattan,163
Manhattan,129
Manhattan,110
Manhattan,150
Manhattan,150
Manhattan,295
Manhattan,147
Manhattan,179
Manhattan,60
Manhattan,80
Manhattan,59
Manhattan,350
Manhattan,180
Manhattan,203
Manhattan,189
Manhattan,39
Manhattan,57
Manhattan,35
Manhattan,118
Manhattan,250
Manhattan,55
Manhattan,155
Manhattan,168
Manhattan,115
Manhattan,130
Manhattan,140
Manhattan,165
Manhattan,160
Manhattan,225
Manhattan,225
Manhattan,250
Manhattan,170
Manhattan,110
Manhattan,299
Manhattan,100
Manhattan,205
Manhattan,45
Manhattan,88
Manhattan,129
Manhattan,165
Manhattan,49
Manhattan,245
Manhattan,120
Manhattan,350
Manhattan,62
Manhattan,195
Manhattan,129
Manhattan,159
Manhattan,200
Manhattan,89
Manhattan,200
Manhattan,72
Manhattan,250
Manhattan,165
Manhattan,100
Manhattan,90
Manhattan,120
Manhattan,185
Manhattan,100
Manhattan,120
Manhattan,159
Manhattan,220
Manhattan,150
Manhattan,100
Manhattan,200
Manhattan,150
Manhattan,60
Manhattan,180
Manhattan,200
Manhattan,45
Manhattan,250
Manhattan,120
Manhattan,249
Manhattan,124
Manhattan,140
Manhattan,75
Manhattan,120
Manhattan,150
Manhattan,500
Manhattan,150
Manhattan,65
Manhattan,125
Manhattan,92
Manhattan,120
Manhattan,175
Manhattan,180
Manhattan,155
Manhattan,95
Manhattan,42
Manhattan,65
Manhattan,190
Manhattan,200
Manhattan,250
Manhattan,125
Manhattan,225
Manhattan,68
Manhattan,160
Manhattan,208
Manhattan,215
Manhattan,100
Manhattan,40
Manhattan,109
Manhattan,194
Manhattan,90
Manhattan,42
Manhattan,700
Manhattan,240
Manhattan,135
Manhattan,135
Manhattan,150
Manhattan,70
Manhattan,199
Manhattan,75
Manhattan,180
Manhattan,100
Manhattan,125
Manhattan,175
Manhattan,85
Manhattan,189
Manhattan,170
Manhattan,70
Manhattan,80
Manhattan,186
Manhattan,174
Manhattan,89
Manhattan,109
Manhattan,230
Manhattan,600
Manhattan,149
Manhattan,57
Manhattan,194
Manhattan,140
Manhattan,399
Manhattan,150
Manhattan,250
Manhattan,400
Manhattan,249
Manhattan,199
Manhattan,180
Manhattan,130
Manhattan,85
Manhattan,150
Manhattan,140
Manhattan,250
Manhattan,139
Manhattan,50
Manhattan,145
Manhattan,55
Manhattan,215
Manhattan,160
Manhattan,125
Manhattan,99
Manhattan,150
Manhattan,239
Manhattan,60
Manhattan,87
Manhattan,80
Manhattan,119
Manhattan,50
Manhattan,99
Manhattan,140
Manhattan,500
Manhattan,299
Manhattan,55
Manhattan,300
Manhattan,150
Manhattan,79
Manhattan,152
Manhattan,124
Manhattan,100
Manhattan,75
Manhattan,109
Manhattan,300
Manhattan,110
Manhattan,300
Manhattan,80
Manhattan,185
Manhattan,90
Manhattan,130
Manhattan,90
Manhattan,360
Manhattan,185
Manhattan,195
Manhattan,235
Manhattan,70
Manhattan,95
Manhattan,450
Manhattan,50
Manhattan,100
Manhattan,60
Manhattan,190
Manhattan,235
Manhattan,205
Manhattan,120
Manhattan,130
Manhattan,190
Manhattan,455
Manhattan,99
Manhattan,125
Manhattan,99
Manhattan,137
Manhattan,85
Manhattan,149
Manhattan,125
Manhattan,70
Manhattan,235
Manhattan,250
Manhattan,95
Manhattan,85
Manhattan,190
Manhattan,125
Manhattan,125
Manhattan,374
Manhattan,59
Manhattan,100
Manhattan,95
Manhattan,250
Manhattan,285
Manhattan,127
Manhattan,150
Manhattan,225
Manhattan,150
Manhattan,60
Manhattan,275
Manhattan,65
Manhattan,40
Manhattan,68
Manhattan,135
Manhattan,165
Manhattan,250
Manhattan,170
Manhattan,130
Manhattan,140
Manhattan,200
Manhattan,175
Manhattan,500
Manhattan,99
Manhattan,650
Manhattan,200
Manhattan,180
Manhattan,90
Manhattan,109
Manhattan,100
Manhattan,149
Manhattan,275
Manhattan,220
Manhattan,70
Manhattan,90
Manhattan,2000
Manhattan,149
Manhattan,200
Manhattan,199
Manhattan,300
Manhattan,285
Manhattan,330
Manhattan,60
Manhattan,99
Manhattan,250
Manhattan,62
Manhattan,100
Manhattan,120
Manhattan,80
Manhattan,99
Manhattan,78
Manhattan,125
Manhattan,190
Manhattan,100
Manhattan,135
Manhattan,125
Manhattan,116
Manhattan,135
Manhattan,425
Manhattan,141
Manhattan,800
Manhattan,150
Manhattan,250
Manhattan,115
Manhattan,130
Manhattan,85
Manhattan,180
Manhattan,131
Manhattan,100
Manhattan,105
Manhattan,289
Manhattan,29
Manhattan,120
Manhattan,80
Manhattan,175
Manhattan,340
Manhattan,180
Manhattan,75
Manhattan,150
Manhattan,500
Manhattan,280
Manhattan,150
Manhattan,80
Manhattan,60
Manhattan,239
Manhattan,275
Manhattan,50
Manhattan,239
Manhattan,150
Manhattan,115
Manhattan,150
Manhattan,207
Manhattan,160
Manhattan,495
Manhattan,220
Manhattan,99
Manhattan,160
Manhattan,130
Manhattan,150
Manhattan,80
Manhattan,160
Manhattan,94
Manhattan,127
Manhattan,64
Manhattan,50
Manhattan,49
Manhattan,180
Manhattan,100
Manhattan,200
Manhattan,297
Manhattan,115
Manhattan,250
Manhattan,45
Manhattan,260
Manhattan,155
Manhattan,97
Manhattan,155
Manhattan,237
Manhattan,250
Manhattan,105
Manhattan,300
Manhattan,125
Manhattan,60
Manhattan,275
Manhattan,100
Manhattan,200
Manhattan,99
Manhattan,112
Manhattan,200
Manhattan,145
Manhattan,450
Manhattan,141
Manhattan,107
Manhattan,299
Manhattan,190
Manhattan,70
Manhattan,75
Manhattan,155
Manhattan,96
Manhattan,90
Manhattan,500
Manhattan,175
Manhattan,130
Manhattan,65
Manhattan,200
Manhattan,110
Manhattan,60
Manhattan,117
Manhattan,148
Manhattan,200
Manhattan,650
Manhattan,199
Manhattan,115
Manhattan,245
Manhattan,88
Manhattan,280
Manhattan,200
Manhattan,95
Manhattan,260
Manhattan,148
Manhattan,100
Manhattan,100
Manhattan,60
Manhattan,64
Manhattan,110
Manhattan,745
Manhattan,140
Manhattan,111
Manhattan,399
Manhattan,300
Manhattan,100
Manhattan,63
Manhattan,175
Manhattan,125
Manhattan,395
Manhattan,140
Manhattan,190
Manhattan,135
